mun_n,bairro_n,n_cases
SAO BERNARDO DO CAMPO,CIDADE MIRAMAR,6
GUARULHOS,JARDIM SANTA EDWIRGES,6
ITAPEVI,JARDIM RUTH,6
CARAPICUIBA,PARQUE SAMPAIO VIANA,6
ITAPEVI,JARDIM SAO PAULO,6
SANTO ANDRE,PARQUE MARAJOARA,6
SAO PAULO,JARDIM SANTA BARBARA,6
SAO PAULO,JD IMPERADOR,6
CARAPICUIBA,JARDIM ALICE,6
COTIA,JARDIM PANORAMA,6
SAO PAULO,JD ITAPURA II,6
SAO PAULO,JARDIM TREMEMBE,6
SAO PAULO,BARRAGEM,6
SAO PAULO,VILA JOANIZA,6
SAO PAULO,SETE PRAIAS,6
SAO PAULO,BROOKLIN PAULISTA,6
SAO PAULO,JARDIM KIOTO,6
SAO PAULO,BROOKLIN,6
CARAPICUIBA,JARDIM DAS BELEZAS,6
GUARULHOS,JARDIM MONTE ALTO,6
ITAQUAQUECETUBA,CAIUBY,6
CARAPICUIBA,RECANTO CAMPY,6
RIBEIRAO PIRES,RONCON,6
RIBEIRAO PIRES,SAO CAETANINHO,6
TABOAO DA SERRA,ARRAIAL PAULISTA,6
SAO PAULO,TEREZINHA,6
COTIA,JARDIM DA GLORIA,6
SANTO ANDRE,VILA PRINCIPE DE GALES,6
ITAPEVI,RESIDENCIAL VALE DO SOL,6
SAO PAULO,VILA JULIA,6
TABOAO DA SERRA,JARDIM CLEMENTINO,6
SAO BERNARDO DO CAMPO,BOTUJURU,6
SAO PAULO,JD ATALIBA LEONEL,6
SANTO ANDRE,PARAISO,6
SAO PAULO,V AMELIA,6
GUARULHOS,SAO DOMINGOS,6
JANDIRA,JARDIM GABRIELA 1,6
SAO PAULO,VILA BARUEL,6
MAUA,CHACARA MARIA FRANCISCA,6
ITAPECERICA DA SERRA,CRISPIM,6
SAO PAULO,PARQUE SANTA AMELIA,6
SANTO ANDRE,JARDIM LAS VEGAS,6
ITAPEVI,JARDIM ITACOLOMI,6
SAO BERNARDO DO CAMPO,TATETOS,6
ITAPECERICA DA SERRA,ITAQUACIARA,6
SAO PAULO,PARQUE FLORESTAL,6
SAO PAULO,VILA FANTON,6
SAO PAULO,JARDIM FLORESTA,6
TABOAO DA SERRA,JARDIM SAO SALVADOR,6
ITAQUAQUECETUBA,RECANTO MONICA,6
ITAPECERICA DA SERRA,LAGOA,6
SAO PAULO,JARDIM SAO ROBERTO,6
SANTO ANDRE,JARDIM DAS MARAVILHAS,6
SAO PAULO,VILA ESTER,6
SAO BERNARDO DO CAMPO,JARDIM SILVINA,6
SANTO ANDRE,JARDIM CIPRESTE,6
SANTO ANDRE,JARDIM ANA MARIA,6
SAO PAULO,JARDIM IPANEMA,6
SAO PAULO,VILA FIDALGO,6
SAO PAULO,JARDIM HERPLIN,6
COTIA,JARDIM LAVAPES,6
SANTO ANDRE,JD ACLIMACAO,6
GUARULHOS,VALE DOS MACHADOS,6
SAO PAULO,VILA PROGRESSO,6
ITAPEVI,JARDIM PORTELA,6
TABOAO DA SERRA,JARDIM MIRNA,6
COTIA,PARQUE SAO JORGE,6
SANTO ANDRE,JARDIM SOROCABA,6
SAO BERNARDO DO CAMPO,VILA VIVALDI,6
SAO PAULO,TENANDE PORA,6
SAO PAULO,JARDIM DIONISIO,6
SAO PAULO,PARQUE FONGARO,6
SANTANA DE PARNAIBA,CRISTAL PARK,6
SAO PAULO,JARDIM SANTO EDUARDO,6
SAO PAULO,PARQUE PLANALTO,6
SAO PAULO,VILA SAO DOMINGOS,6
SANTO ANDRE,JARDIM SANTO ALBERTO,6
SAO PAULO,PARQUE SANTA CECILIA,6
SAO PAULO,VILA BEATRIZ,6
SAO PAULO,JARDIM HERCULANO,6
JANDIRA,JARDIM NOSSA SENHORA DE FATIMA,6
SAO PAULO,PARQUE BOLOGNE,6
SAO PAULO,JARDIM ROSA MARIA,6
SAO PAULO,VILA CONCEICAO,6
FRANCO DA ROCHA,CHACARA DO ROSARIO,6
SAO PAULO,JD SANTA BARBARA,6
BARUERI,JARDIM ITAPARICA,6
SAO PAULO,JD S MARIA,6
CARAPICUIBA,VILA DA OPORTUNIDADE,6
SAO PAULO,COLONIA ZONA LESTE,6
OSASCO,UMUARAMA,6
SAO PAULO,PARQUE NOVO GRAJAU,6
SAO PAULO,JARDIM CASABLANCA,6
MOGI DAS CRUZES,JARDIM SANTOS DUMONT II,6
SUZANO,JARDIM LUELLA,6
SAO PAULO,CJ MANOEL DE NOBREGA,6
SAO PAULO,VILA MAZZEI,6
SAO PAULO,JARDIM PORTEIRA GRANDE,6
SAO PAULO,JARDIM PRIMAVERA,6
MOGI DAS CRUZES,VILA SOCORRO VELHO,6
SAO PAULO,VILA MARCELO,6
SAO PAULO,JARDIM ARUA,6
SAO PAULO,SANTA IFIGENIA,6
MAUA,VILA INDEPENDENCIA,6
SAO PAULO,JD SAO DOMINGOS,6
SAO PAULO,PQ SAO LUCAS,6
SAO PAULO,JARDIM ORIENTAL,6
MOGI DAS CRUZES,JARDIM ESPERANCA,6
BARUERI,ALPHAVILLE,6
SAO PAULO,JD VILMA FLOR,6
SAO PAULO,JARDIM PALMARES,6
SAO PAULO,CONJUNTO RESIDENCIAL JARDIM CANAA,6
SAO PAULO,JARDIM BOA ESPERANCA,6
SUZANO,JARDIM SAO BERNARDINO,6
SAO PAULO,JARDIM BELA VISTA,6
SAO PAULO,VILA MARTE,6
TABOAO DA SERRA,JARDIM SANTA TEREZINHA,6
SAO PAULO,JD SOUZA,6
SAO PAULO,FAVELA SAO JOAO V,6
BARUERI,JARDIM DO LIBANO,6
SAO PAULO,VILA NOVA CURUCA,6
TABOAO DA SERRA,JARDIM SANTA ROSA,6
FRANCISCO MORATO,RECANTO REGINA,6
COTIA,CHACARA VISTA ALEGRE,6
SUZANO,JARDIM VARAN,6
SAO PAULO,CONJUNTO HABITACIONAL BARREIRA GRANDE,6
SAO PAULO,VILA OLINDA,6
SAO PAULO,PADRE JOSE DE ANCHIETA,6
FRANCISCO MORATO,JARDIM NOSSA SENHORA APARECIDA,6
EMBU-GUACU,PARQUE INDUSTRIAL,6
MOGI DAS CRUZES,VILA MOGILAR,6
SAO PAULO,CAXINGUI,6
MOGI DAS CRUZES,VILA NOVA APARECIDA,6
SAO PAULO,JARDIM REIMBERG,6
SAO PAULO,VILA PATRIMONIAL,6
FERRAZ DE VASCONCELOS,VILA MARIANA,6
EMBU-GUACU,FILIPINHO,6
SAO PAULO,JARDIM ALMEIDA PRADO,6
POA,VILA PERRACINE,6
SAO PAULO,PARQUE BELEM,6
SAO PAULO,CHACARA INGLESA,6
POA,JARDIM PLANALTO,6
SUZANO,JARDIM EUROPA,6
SAO PAULO,JD MIRNA,6
MAUA,JARDIM LUZITANO,6
FERRAZ DE VASCONCELOS,JARDIM SAO JOSE,6
SAO PAULO,VILA LIBANEZA,6
TABOAO DA SERRA,JARDIM ROBERTO,6
SAO PAULO,ITABERABA,6
MOGI DAS CRUZES,PARQUE SANTANA,6
SAO PAULO,CHACARA SAO SILVESTRE,6
RIBEIRAO PIRES,COLONIA,6
BARUERI,NOVA ALDEINHA,6
ARUJA,JARDIM PINHEIRO,6
SAO PAULO,JARDIM DA LARANJEIRA,6
SAO PAULO,JARDIM APUANA,6
SAO PAULO,JARDIM BELEM,5
SAO PAULO,VILA CAJU,5
ITAPECERICA DA SERRA,SANTA JULIA,5
SAO PAULO,FAVELA DO SAPE,5
SAO PAULO,RUA EVOLUCAO,5
MOGI DAS CRUZES,VILA INDUSTRIAL,5
FRANCISCO MORATO,JARDIM BANDEIRANTES,5
SANTO ANDRE,VILA JUNQUEIRA,5
SANTO ANDRE,VILA LUZITA,5
SAO PAULO,JARDIM ALFREDO,5
SAO BERNARDO DO CAMPO,DOS FINCO,5
SAO PAULO,JARDIM AURORA,5
FRANCISCO MORATO,BELEM CAPELA,5
COTIA,MARA LUCIA,5
SAO PAULO,JD VERGUEIRO,5
VARGEM GRANDE PAULISTA,PARQUE DO AGRESTE,5
SAO PAULO,JARDIM ATALIBA LEONEL,5
FERRAZ DE VASCONCELOS,VILA SOFIA,5
SAO PAULO,SANTA ETELVINA CIDADE TIRADENTES,5
ARUJA,JORDANOPOLIS,5
SAO PAULO,JARDIM ABRANTES,5
ITAPEVI,PARQUE WEY,5
SAO PAULO,MORRO DOCE ITABERABA 1,5
SAO PAULO,GRIMALDI,5
ITAPEVI,RESIDENCIAL COLINAS DE SAO JOSE,5
SAO BERNARDO DO CAMPO,ANCHIETA,5
SAO PAULO,NOVO AMERICA,5
FERRAZ DE VASCONCELOS,JARDIM FREIRE,5
SAO PAULO,JD ARIZE,5
SAO PAULO,GAIVOTAS,5
SAO PAULO,VL NOVA CACHOEIRINHA,5
ITAPEVI,VILA DOUTOR CARDOSO,5
SAO PAULO,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA,5
TABOAO DA SERRA,JARDIM FREITAS JUNIOR,5
SUZANO,JARDIM SANTA HELENA,5
SAO PAULO,JD POPULAR,5
SAO PAULO,CIDADE CENTENARIO,5
SAO PAULO,JARDIM DAS LARANJEIRAS,5
SAO PAULO,JARDIM CLARICE,5
SAO PAULO,JD IPORA,5
SAO PAULO,ALTO DA MOOCA,5
SUZANO,JARDIM IMPERADOR,5
TABOAO DA SERRA,CIDADE INTERCAP,5
BARUERI,PARQUE DAS NACOES,5
SUZANO,JARDIM GRAZIELA,5
SAO PAULO,JD IRAPIRANGA,5
GUARULHOS,JARDIM SANTA RITA,5
SAO PAULO,BALNEARIO SAO FRANCISCO,5
EMBU-GUACU,FLORIDA,5
TABOAO DA SERRA,PARQUE JACARANDA,5
SAO PAULO,CHACARA BANANAL,5
CAJAMAR,CENTRO,5
SUZANO,JARDIM CAXANGA,5
SAO PAULO,RESIDENCIAL VILELA,5
SAO PAULO,CARANDIRU,5
GUARULHOS,JARDIM OTTAWA,5
SAO PAULO,JD JORDANOPOLIS,5
SAO PAULO,JARDIM DABRIL,5
GUARULHOS,JARDIM DOS EUCALIPTOS,5
SUZANO,JARDIM BELEM,5
SAO PAULO,BRASILANDIA 166,5
SAO PAULO,SETE PRAIA,5
SAO PAULO,PARQUE SANTO EDUARDO,5
SAO CAETANO DO SUL,SANTO ANTONIO,5
GUARULHOS,SANTA INES,5
SAO PAULO,JD MARIA AMALIA,5
SAO PAULO,JARDIM EDDA,5
ITAPECERICA DA SERRA,PALMEIRAS,5
SAO PAULO,JD SUZANA,5
SAO BERNARDO DO CAMPO,PARQUE DAS GARCAS,5
SAO PAULO,SAO JANUARIO,5
VARGEM GRANDE PAULISTA,JARDIM BELA VISTA,5
ITAPECERICA DA SERRA,JARDIM SONIA MARIA,5
SAO PAULO,JD EDDA,5
ITAPECERICA DA SERRA,JARDIM MONTESANO,5
CARAPICUIBA,CHACARA SAO JOAO,5
ITAPECERICA DA SERRA,JARDIM ANALANDIA,5
SAO PAULO,JARDIM BRITANIA,5
VARGEM GRANDE PAULISTA,CHACARA PORTAO VERMELHO,5
SAO PAULO,JARDIM CIDALIA,5
SAO BERNARDO DO CAMPO,VILA CAMINHO DO MAR,5
SAO PAULO,CONJUNTO CITY JARAGUA,5
SAO PAULO,VILA CLEONICE,5
SAO PAULO,VILA CONDE DO PINHAL,5
FERRAZ DE VASCONCELOS,CONJUNTO RESIDENCIAL FAZENDA ITAJUIBE,5
SAO PAULO,JD REIMBERG,5
SAO PAULO,COHAB SAO NICOLAU,5
FRANCO DA ROCHA,LAGO AZUL,5
SAO PAULO,JARDIM CASAGRANDE,5
SAO PAULO,JD RAPOSO TAVARES,5
SAO CAETANO DO SUL,CENTRO,5
FRANCO DA ROCHA,POUSO ALEGRE,5
SAO PAULO,PARQUE DOM PEDRO II,5
SAO PAULO,QUINTA DA PAINEIRA,5
SANTO ANDRE,VILA GILDA,5
SAO PAULO,JARDIM SAO FRANCISCO DE ASSIS,5
OSASCO,TRES MONTANHAS,5
MAUA,VILA FALCHI,5
OSASCO,SANTA FE,5
SANTANA DE PARNAIBA,ALDEIA DA SERRA,5
OSASCO,PARQUE CONTINENTAL,5
SAO PAULO,JARDIM SANTA RITA,5
SANTANA DE PARNAIBA,CHACARA SOLAR II,5
SAO PAULO,JARDIM SANTO ALBERTO,5
JANDIRA,VILA EUNICE,5
SAO PAULO,VELEIROS,5
OSASCO,OSASCO,5
JANDIRA,PARQUE SANTA TEREZA,5
SAO PAULO,JARDIM PEDRO NUNES,5
SAO PAULO,VILA ROCHA,5
OSASCO,BONFIM,5
MOGI DAS CRUZES,CONJUNTO COCUERA,5
CARAPICUIBA,VILA MARIA HELENA,5
TABOAO DA SERRA,JARDIM PAZINI,5
SANTO ANDRE,AGSN ESPIRITO SANTO,5
SAO PAULO,JARDIM PATENTE NOVO,5
CARAPICUIBA,VILA MENK,5
OSASCO,JARDIM ADALGISA,5
CARAPICUIBA,JARDIM SAO JORGE,5
SAO PAULO,PARQUE ESMERALDA,5
MOGI DAS CRUZES,JARDIM MARICA,5
SAO PAULO,JARDIM SECKLER,5
SANTO ANDRE,JARDIM BOM PASTOR,5
ITAQUAQUECETUBA,RIO ABAIXO,5
SANTA ISABEL,SANTO ANGELO,5
SAO PAULO,JARDIM ITAPEMIRIM,5
TABOAO DA SERRA,JARDIM MITUZI,5
MAUA,SAO JOAO,5
SAO PAULO,JARDIM LETICIA,5
POA,VILA ROMANA,5
SAO PAULO,JARDIM LISBOA,5
MAUA,JARDIM CERQUEIRA LEITE,5
CARAPICUIBA,VILA ANUNCIATA,5
MAUA,JARDIM ADELINA,5
SAO PAULO,VALO VELHO,5
SAO PAULO,VILA LIBANESA,5
RIBEIRAO PIRES,CENTRO ALTO,5
SAO PAULO,JARDIM LAURA,5
MAUA,JARDIM ESTRELA,5
SAO PAULO,VILA MAGGI,5
RIBEIRAO PIRES,SUISSA,5
POA,JARDIM IVONE,5
SAO PAULO,VILA JULIO,5
SAO PAULO,JARDIM ROSCHEL,5
MAIRIPORA,RIO ACIMA,5
SAO PAULO,JARDIM JAQUELINE,5
SAO PAULO,JARDIM PROGRESSO,5
SAO PAULO,JARDIM ROSINHA,5
SAO PAULO,VILA PONTE RASA,5
POA,JARDIM AMERICA,5
SAO PAULO,JARDIM PRINCESA,5
POA,CENTRO,5
POA,CALMOM VIANA,5
SAO PAULO,VILA NOVA TEREZA,5
COTIA,GRANJA VIANA,5
ITAQUAQUECETUBA,PIRATININGA,5
SAO PAULO,PARQUE NOVO LAR,5
SAO PAULO,PARQUE PIQUERI,5
SANTO ANDRE,VILA AMERICA,5
COTIA,JARDIM NOVA COTIA,5
SAO PAULO,VILA FRIBURGO,5
CARAPICUIBA,JARDIM ELZINHA,5
SANTO ANDRE,JARDIM VILA RICA,5
MOGI DAS CRUZES,VILA NOVA CINTRA,5
MOGI DAS CRUZES,TAIACUPEBA,5
SANTO ANDRE,JARDIM SANTO ANTONIO,5
SAO PAULO,VILA STA CATARINA,5
CARAPICUIBA,VILA TRES IRMAOS,5
SAO PAULO,JARDIM MYRNA,5
SAO PAULO,PARQUE RAMOS FREITAS,5
SANTO ANDRE,VILA ALZIRA,5
SANTO ANDRE,JARDIM MAREK,5
ITAQUAQUECETUBA,PEDREIRA,5
SAO PAULO,JARDIM NICE,5
SAO PAULO,JARDIM TOMAS,5
SAO PAULO,JARDIM NOVA TEREZA,5
COTIA,JARDIM RIO DAS PEDRAS,5
ITAQUAQUECETUBA,JARDIM LUCIANA,5
SAO PAULO,VILA NAIR,5
COTIA,JARDIM PETROPOLIS,5
FERRAZ DE VASCONCELOS,VILA ANDEYARA,4
FRANCO DA ROCHA,JARDIM DOS REIS,4
SAO PAULO,JD PRIMAVERA,4
COTIA,ESTRADA NHAMBUCA,4
FRANCO DA ROCHA,JARDIM UNIAO,4
FRANCO DA ROCHA,VILA ELIZA,4
SAO PAULO,JARDIM CASA PINTADA,4
SAO PAULO,JARDIM MARCIANO,4
SAO PAULO,LIMOEIRO,4
SAO PAULO,JARDIM NOVA CONQUISTA,4
SAO PAULO,MORUMBI,4
FERRAZ DE VASCONCELOS,CONJUNTO RESIDENCIAL BANDEIRANTES,4
SAO PAULO,JARDIM ADALGISA,4
MAUA,SITIO BELA VISTA,4
SAO PAULO,VILA MARIA ALTA,4
SAO PAULO,VILA NOVA PAULICEIA,4
SAO PAULO,JD REBOUCAS,4
MAUA,PARQUE BANDEIRANTES,4
SAO PAULO,PARQUE NOVA AMERICA,4
FERRAZ DE VASCONCELOS,TANQUINHO,4
FRANCO DA ROCHA,MATO DENTRO,4
BARUERI,JD ALBERTO,4
SAO PAULO,LAPA DE BAIXO,4
MOGI DAS CRUZES,RESIDENCIAL NOVO HORIZONTE,4
MOGI DAS CRUZES,SOCORRO,4
SAO PAULO,VILA ORATORIO,4
SAO PAULO,CHACARA DO SOL,4
SAO PAULO,VILA PARANAGUA,4
SAO PAULO,VILA YOLANDA II,4
SAO PAULO,JARDIM RINCAO,4
SAO PAULO,MATA VIRGEM,4
SAO PAULO,MATA FRIA,4
SAO PAULO,JARDIM AMARALINA,4
SAO PAULO,JARDIM ALZIRA,4
SAO PAULO,CH BELENZINHO,4
SUZANO,VILA SAO PEDRO,4
SAO PAULO,VILA DALVA,4
SAO PAULO,VILA ANALIA,4
SUZANO,RECREIO SERTAOZINHO,4
MOGI DAS CRUZES,VILA CECILIA,4
SAO PAULO,CHACARA DO CONDE,4
SAO PAULO,VILA DA SAUDE,4
FERRAZ DE VASCONCELOS,JARDIM SOEIRO,4
EMBU-GUACU,ITORORO,4
SAO PAULO,JARDIM NADIR,4
MAUA,JARDIM GUAPITUBA,4
SAO PAULO,S PAULO,4
SUZANO,VILA MONTE SION,4
MAUA,JARDIM OLINDA,4
TABOAO DA SERRA,VILA MAFALDA,4
TABOAO DA SERRA,VILA NOVA BONANZA,4
POA,JARDIM IVONETE,4
SAO PAULO,VILA ALEXANDRIA,4
SAO PAULO,JD PENHA,4
MAUA,VILA CARLINA,4
VARGEM GRANDE PAULISTA,RECANTO UNIVERSO,4
SAO PAULO,JARDIM ALBANO,4
SAO PAULO,JARDIM CARUMBE,4
MAUA,VILA FLORIDA,4
SAO PAULO,VILA NOVA MAUA,4
OSASCO,JARDIM DAVILA,4
SAO PAULO,FAVELA DA PAZ,4
SAO PAULO,JARDIM AUGUSTA,4
SAO PAULO,JARDIM BESSA,4
SAO PAULO,JARDIM MARISTELA,4
FERRAZ DE VASCONCELOS,JARDIM ANCHIETA,4
SAO PAULO,ESTANCIA JARAGUA PARQUE TAIPAS,4
SAO PAULO,EMBURA DO ALTO,4
FRANCISCO MORATO,JARDIM SANTO ANTONIO,4
FRANCISCO MORATO,JARDIM NOVA BELEM,4
SAO PAULO,VILA CENTRAL,4
CARAPICUIBA,VILA SAO JORGE,4
SAO PAULO,JD TOCA,4
CARAPICUIBA,VILA SILVA RIBEIRO,4
SAO PAULO,JD TANGO,4
SAO PAULO,RUA,4
ARUJA,MIRANTE,4
CARAPICUIBA,VILA NOSSA SENHORA APARECIDA,4
SAO PAULO,GUACURI,4
SAO PAULO,JARDIM BEATRIZ,4
SAO PAULO,FAVELA JARDIM ORION 2,4
SAO PAULO,JARDIM ORLY,4
MOGI DAS CRUZES,JARDIM SANTA TEREZA,4
FRANCISCO MORATO,JARDIM ARPOADOR,4
SAO PAULO,SAO BENTO NOVO,4
SAO PAULO,VILA AMELIA,4
SAO PAULO,NOVO SANTO AMARO,4
SAO PAULO,JARDIM ORIENTE,4
SAO PAULO,FELICIA,4
SAO PAULO,JARDIM MELO,4
SAO PAULO,JOANA DARCK,4
ARUJA,RECANTO PRIMAVERA,4
COTIA,CHACARA HIPICA CPEA,4
SAO PAULO,JARDIM NOVO PANTANAL,4
SAO PAULO,J D PERYALTO,4
MAUA,VILA NOSSA TERRA,4
SAO PAULO,VILA MENDES,4
SUZANO,PARQUE BUENOS AIRES,4
SAO PAULO,PIRIUBA,4
MOGI DAS CRUZES,VILA RUBENS,4
ARUJA,JARDIM RENATA,4
FRANCISCO MORATO,VILA GUILHERME,4
MAUA,VILA NOSSA SENHORA DAS VITORIAS,4
OSASCO,JARDIM PRIMEIRO DE MAIO,4
SUZANO,VILA HELENA,4
SAO PAULO,JD SAO BENEDITO,4
MAUA,VILA MAGINI,4
TABOAO DA SERRA,JARDIM SAO PAULO,4
FRANCISCO MORATO,ESTANCIA BELEM,4
CARAPICUIBA,VILA ESTER,4
FRANCISCO MORATO,VILA ESPANHOLA,4
MOGI DAS CRUZES,JARDIM UNIVERSO,4
MOGI DAS CRUZES,VILA SAO SEBASTIAO,4
FRANCISCO MORATO,RESIDENCIAL SAO LUIS,4
FRANCISCO MORATO,RESIDENCIAL CASA GRANDE,4
SAO PAULO,JARDIM PENHA,4
MOGI DAS CRUZES,BARROSO,4
CARAPICUIBA,VILA SILVANIA,4
SAO PAULO,VILA MARIETA,4
SAO PAULO,SANTA MONICA,4
FERRAZ DE VASCONCELOS,FERRAZ DE VASCONCELOS,4
FRANCISCO MORATO,PARQUE SAO JOAQUIM,4
SAO PAULO,VILA NOVA CALEDONIA,4
FRANCISCO MORATO,PARQUE AGUA VERMELHA,4
POA,VILA MONTEIRO,4
FRANCISCO MORATO,JARDIM VASSOURAS I,4
BARUERI,ALTOS,4
SAO PAULO,CASA GRANDE,4
SAO BERNARDO DO CAMPO,JARDIM JOAO DE BARRO,4
CAIEIRAS,CENTRO,4
GUARULHOS,SITIO SAO FRANCISCO,4
CARAPICUIBA,JARDIM SAO MANOEL,4
SAO BERNARDO DO CAMPO,RIO GRANDE,4
SAO PAULO,JD ELIZABETH,4
SANTO ANDRE,BANGU,4
SANTO ANDRE,BELA VISTA,4
SAO BERNARDO DO CAMPO,PEDREIRA,4
ITAPECERICA DA SERRA,JARDIM NISALVES,4
SAO PAULO,JD ELEDY,4
SAO PAULO,JARDIM SAO MATEUS,4
SAO PAULO,JARDIM SAO NORBERTO,4
SUZANO,CHACARA BOA VISTA,4
SAO BERNARDO DO CAMPO,PARQUE HAWAI,4
ITAQUAQUECETUBA,VILA VIRGINIA,4
ITAQUAQUECETUBA,VILA GEPINA,4
SUZANO,CENTRO,4
SAO PAULO,SITIO ITABERABA II,4
SAO PAULO,VILA EUTHALIA,4
SAO PAULO,JARDIM DOS ESTADOS,4
SANTANA DE PARNAIBA,VARZEA DE SOUZA,4
SAO PAULO,JARDIM DOS BICHINHOS,4
SANTANA DE PARNAIBA,JARDIM ISAURA,4
SAO PAULO,JD GUARAPIRANGA,4
SAO CAETANO DO SUL,MAUA,4
SAO PAULO,SITIO DO PIQUERI,4
SAO PAULO,JD GISMAR,4
GUARULHOS,VILA ENDRES,4
GUARULHOS,VILA NOVA BONSUCESSO,4
SANTANA DE PARNAIBA,COLINAS DA ANHANGUERA,4
SAO BERNARDO DO CAMPO,VILA MARCHI,4
SAO PAULO,VILA GRACIOSA,4
SUZANO,CIDADE BOA VISTA,4
SAO PAULO,VILA ELSE,4
ITAPECERICA DA SERRA,CHACARA SAO JORGE,4
SANTANA DE PARNAIBA,PARQUE SANTANA II,4
SAO PAULO,JD ESTRELA DALVA,4
SANTANA DE PARNAIBA,PQ SANTANA,4
SAO PAULO,JARDIM IMPERIO,4
ITAQUAQUECETUBA,QUINTA DA BOA VISTA,4
ITAPEVI,CHACARA MONTE SERRAT,4
ITAPEVI,CHACARA VITAPOLIS,4
CARAPICUIBA,JARDIM CECILIA CRISTINA,4
ITAPEVI,JD SANTO ANTONIO,4
ITAPEVI,PARQUE ITAMARATI,4
SAO PAULO,VL MARIA,4
SAO PAULO,JARDIM TRES CORACOES,4
SAO PAULO,JARDIM HAIA DO CARRAO,4
SAO PAULO,JARDIM TRES ESTRELAS,4
CARAPICUIBA,JARDIM CARAPICUIBA,4
SANTO ANDRE,VILA VALPARAISO,4
SANTO ANDRE,PARQUE REPRESA BILLINGS II,4
SANTO ANDRE,VILA TIBIRICA,4
ITAPEVI,VILA APARECIDA,4
CARAPICUIBA,JARDIM DOS MANACAS,4
ITAPEVI,VILA GIOIA,4
ITAPEVI,VILA SAO FRANCISCO,4
ITAQUAQUECETUBA,FIORELO,4
TABOAO DA SERRA,JARDIM IRAPUA,4
SANTO ANDRE,PARQUE REPRESA BILLINGS III,4
SAO PAULO,VILA SIQUEIRA,4
ITAPEVI,JARDIM DONA ELVIRA,4
SAO BERNARDO DO CAMPO,JARDIM ESMERALDA,4
SAO BERNARDO DO CAMPO,JARDIM NOVO HORIZONTE,4
SAO BERNARDO DO CAMPO,JARDIM NAZARETH,4
ITAPEVI,JARDIM ESTELA,4
CARAPICUIBA,JARDIM ROSA MARIA,4
SAO BERNARDO DO CAMPO,JARDIM LAURA,4
CARAPICUIBA,GRANJA VIANA,4
SAO PAULO,JARDIM SOMARA,4
SAO PAULO,JARDIM TANGO,4
CARAPICUIBA,JARDIM ITALIA,4
SAO BERNARDO DO CAMPO,JARDIM DAS OLIVEIRAS,4
SAO BERNARDO DO CAMPO,JARDIM CHACARA INGLESA,4
SAO PAULO,JARDIM FLORIDA PAULISTA,4
SAO PAULO,JARDIM FUJIARA,4
SAO PAULO,JARDIM TEXTIL,4
ITAPEVI,JARDIM SAO LUIZ,4
CARAPICUIBA,JARDIM AMPERMAG,4
SANTANA DE PARNAIBA,CENTO E VINTE,4
SAO PAULO,V ESPANHOLA,4
SAO PAULO,VILA INVERNADA,4
SAO PAULO,PARQUE SAO LOURENCO,4
SAO PAULO,B0M RETIRO,4
GUARULHOS,MAIA,4
SAO PAULO,ALTO DO RIVIERA,4
SAO PAULO,JARDIM JACANA,4
SALESOPOLIS,FARTURA,4
CAJAMAR,PONUNDUVA,4
SAO PAULO,VILA LIDERANCA,4
SAO PAULO,V NOVA CACHOEIRINHA,4
MAUA,JARDIM ANCHIETA,4
SAO PAULO,VILA ANGELICA,4
SAO PAULO,VILA LEME,4
RIBEIRAO PIRES,TANQUE CAIO,4
CAIEIRAS,PORTAL DAS LARANJEIRAS,4
MAIRIPORA,JARDIM SAMAMBAIA,4
SAO PAULO,VILA ISA,4
SAO PAULO,ASSOCIACAO SOBRADINHO,4
SAO PAULO,JD MARIA RITA,4
MAIRIPORA,MOINHO,4
GUARULHOS,PARQUE CONTINENTAL I,4
RIBEIRAO PIRES,QUARTA DIVISAO,4
SAO PAULO,JARDIM SANTA JOSEFINA,4
GUARULHOS,JARDIM NORMANDIA,4
CARAPICUIBA,JARDIM YAYA,4
SAO PAULO,VILA ANGLO BRASILEIRA,4
SAO PAULO,JARDIM ITAOCA,4
SAO PAULO,RUA INACIO MONTEIRO,4
SAO PAULO,VILA DEODORO,4
SUZANO,JARDIM CARLA,4
SAO PAULO,PARQUE CRUZEIRO DO SUL,4
SAO PAULO,SILVEIRA,4
GUARULHOS,JARDIM SANTA CLARA,4
SAO PAULO,V NOVA IORQUE,4
RIBEIRAO PIRES,RIBEIRAO,4
SAO PAULO,VILA ANGELINA,3
SAO PAULO,JARDIM KLEIN,3
SAO PAULO,JARDIM MIMAR,3
SAO PAULO,PQ SAO DOMINGOS,3
SAO PAULO,JARDIM TEREZA,3
SAO PAULO,SUMARE,3
SAO PAULO,PARQUE PANAMERICANO,3
SAO PAULO,JD KAGOHARA,3
SAO PAULO,RECANDO CAMPO BELLO,3
SAO PAULO,PARQUE BRASIL,3
SAO PAULO,JD LALLO,3
SAO PAULO,PARQUE ALTO DO RIO BONITO,3
SAO PAULO,ROSANA,3
SAO PAULO,SANTA CRUZ,3
SAO PAULO,JD PANORAMA,3
SAO PAULO,LAGO MANDIORE,3
SAO PAULO,JARDIM ITACOLOMI,3
SAO PAULO,JARDIM LEME,3
SAO PAULO,JARDIM LOS ANGELES,3
SAO PAULO,MORRO DOCE,3
SAO PAULO,MISSIONARIA,3
SAO PAULO,V ZATT,3
SAO PAULO,JARDIM APARECIDA,3
